"","time","O3","NO2","Ox"
"6986",2018-10-19,22,12,34
"6987",2018-10-19,19,15,34
"6988",2018-10-19,17,16,33
"6989",2018-10-19,16,16,32
"6990",2018-10-19,16,16,32
"6991",2018-10-19,11,22,33
"6992",2018-10-19,12,21,33
"6993",2018-10-19,17,15,32
"6994",2018-10-19,20,13,33
"6995",2018-10-19,23,12,35
"6996",2018-10-19,23,12,35
"6997",2018-10-19,21,17,38
"6998",2018-10-19,31,10,41
"6999",2018-10-19,29,12,41
"7000",2018-10-19,31,11,42
"7001",2018-10-19,33,10,43
"7002",2018-10-19,33,9,42
"7003",2018-10-19,33,9,42
"7004",2018-10-19,33,9,42
"7005",2018-10-19,32,8,40
"7006",2018-10-19,33,7,40
"7007",2018-10-19,30,6,36
"7008",2018-10-19,31,6,37
"7009",2018-10-20,29,6,35
"7010",2018-10-20,26,5,31
"7011",2018-10-20,22,6,28
"7012",2018-10-20,22,7,29
"7013",2018-10-20,20,12,32
"7014",2018-10-20,18,13,31
"7015",2018-10-20,18,12,30
"7016",2018-10-20,17,13,30
"7017",2018-10-20,20,9,29
"7018",2018-10-20,23,8,31
"7019",2018-10-20,28,5,33
"7020",2018-10-20,28,5,33
"7021",2018-10-20,29,5,34
"7022",2018-10-20,29,5,34
"7023",2018-10-20,30,3,33
"7024",2018-10-20,26,8,34
"7025",2018-10-20,17,18,35
"7026",2018-10-20,22,9,31
"7027",2018-10-20,24,4,28
"7028",2018-10-20,24,4,28
"7029",2018-10-20,22,5,27
"7030",2018-10-20,19,4,23
"7031",2018-10-20,18,4,22
"7032",2018-10-20,18,3,21
"7033",2018-10-21,18,3,21
"7034",2018-10-21,22,2,24
"7035",2018-10-21,25,3,28
"7036",2018-10-21,NA,NA,NA
"7037",2018-10-21,27,3,30
"7038",2018-10-21,28,4,32
"7039",2018-10-21,26,5,31
"7040",2018-10-21,26,6,32
"7041",2018-10-21,27,4,31
"7042",2018-10-21,23,6,29
"7043",2018-10-21,27,3,30
"7044",2018-10-21,27,3,30
"7045",2018-10-21,29,4,33
"7046",2018-10-21,27,4,31
"7047",2018-10-21,27,5,32
"7048",2018-10-21,27,5,32
"7049",2018-10-21,25,7,32
"7050",2018-10-21,25,6,31
"7051",2018-10-21,22,9,31
"7052",2018-10-21,23,10,33
"7053",2018-10-21,23,8,31
"7054",2018-10-21,22,8,30
"7055",2018-10-21,20,9,29
"7056",2018-10-21,18,10,28
"7057",2018-10-22,18,10,28
"7058",2018-10-22,20,7,27
"7059",2018-10-22,20,8,28
"7060",2018-10-22,19,9,28
"7061",2018-10-22,18,10,28
"7062",2018-10-22,15,13,28
"7063",2018-10-22,8,20,28
"7064",2018-10-22,6,23,29
"7065",2018-10-22,5,24,29
"7066",2018-10-22,10,19,29
"7067",2018-10-22,13,18,31
"7068",2018-10-22,14,18,32
"7069",2018-10-22,17,15,32
"7070",2018-10-22,19,14,33
"7071",2018-10-22,22,12,34
"7072",2018-10-22,10,27,37
"7073",2018-10-22,8,30,38
"7074",2018-10-22,10,26,36
"7075",2018-10-22,6,31,37
"7076",2018-10-22,4,32,36
"7077",2018-10-22,9,24,33
"7078",2018-10-22,7,28,35
"7079",2018-10-22,2,33,35
"7080",2018-10-22,1,33,34
"7081",2018-10-23,1,34,35
"7082",2018-10-23,1,35,36
"7083",2018-10-23,2,30,32
"7084",2018-10-23,1,28,29
"7085",2018-10-23,1,29,30
"7086",2018-10-23,1,29,30
"7087",2018-10-23,1,29,30
"7088",2018-10-23,2,26,28
"7089",2018-10-23,6,24,30
"7090",2018-10-23,6,27,33
"7091",2018-10-23,14,22,36
"7092",2018-10-23,19,16,35
"7093",2018-10-23,23,16,39
"7094",2018-10-23,21,11,32
"7095",2018-10-23,21,7,28
"7096",2018-10-23,21,7,28
"7097",2018-10-23,21,6,27
"7098",2018-10-23,15,11,26
"7099",2018-10-23,13,11,24
"7100",2018-10-23,16,8,24
"7101",2018-10-23,9,16,25
"7102",2018-10-23,14,8,22
"7103",2018-10-23,16,5,21
"7104",2018-10-23,15,5,20
"7105",2018-10-24,13,5,18
"7106",2018-10-24,9,7,16
"7107",2018-10-24,8,7,15
"7108",2018-10-24,7,5,12
"7109",2018-10-24,6,6,12
"7110",2018-10-24,4,10,14
"7111",2018-10-24,2,14,16
"7112",2018-10-24,3,14,17
"7113",2018-10-24,11,8,19
"7114",2018-10-24,13,7,20
"7115",2018-10-24,17,6,23
"7116",2018-10-24,19,6,25
"7117",2018-10-24,21,6,27
"7118",2018-10-24,23,5,28
"7119",2018-10-24,22,6,28
"7120",2018-10-24,25,6,31
"7121",2018-10-24,24,6,30
"7122",2018-10-24,21,8,29
"7123",2018-10-24,21,9,30
"7124",2018-10-24,22,9,31
"7125",2018-10-24,25,8,33
"7126",2018-10-24,25,6,31
"7127",2018-10-24,24,6,30
"7128",2018-10-24,23,7,30
"7129",2018-10-25,24,5,29
"7130",2018-10-25,22,6,28
"7131",2018-10-25,18,9,27
"7132",2018-10-25,18,10,28
"7133",2018-10-25,15,12,27
"7134",2018-10-25,14,13,27
"7135",2018-10-25,4,24,28
"7136",2018-10-25,5,25,30
"7137",2018-10-25,10,18,28
"7138",2018-10-25,14,15,29
"7139",2018-10-25,15,14,29
"7140",2018-10-25,16,14,30
"7141",2018-10-25,15,14,29
"7142",2018-10-25,16,12,28
"7143",2018-10-25,17,11,28
"7144",2018-10-25,16,12,28
"7145",2018-10-25,13,16,29
"7146",2018-10-25,3,29,32
"7147",2018-10-25,6,27,33
"7148",2018-10-25,2,31,33
"7149",2018-10-25,3,29,32
"7150",2018-10-25,7,22,29
"7151",2018-10-25,7,21,28
"7152",2018-10-25,9,18,27
"7153",2018-10-26,9,19,28
"7154",2018-10-26,14,14,28
"7155",2018-10-26,13,15,28
"7156",2018-10-26,14,13,27
"7157",2018-10-26,13,14,27
"7158",2018-10-26,12,14,26
"7159",2018-10-26,12,15,27
"7160",2018-10-26,10,16,26
"7161",2018-10-26,8,19,27
"7162",2018-10-26,11,18,29
"7163",2018-10-26,13,16,29
"7164",2018-10-26,18,10,28
"7165",2018-10-26,20,8,28
"7166",2018-10-26,19,8,27
"7167",2018-10-26,20,8,28
"7168",2018-10-26,22,8,30
"7169",2018-10-26,23,7,30
"7170",2018-10-26,23,7,30
"7171",2018-10-26,23,6,29
"7172",2018-10-26,25,5,30
"7173",2018-10-26,23,6,29
"7174",2018-10-26,22,6,28
"7175",2018-10-26,22,6,28
"7176",2018-10-26,20,7,27
"7177",2018-10-27,21,6,27
"7178",2018-10-27,23,4,27
"7179",2018-10-27,22,6,28
"7180",2018-10-27,22,5,27
"7181",2018-10-27,22,6,28
"7182",2018-10-27,23,6,29
"7183",2018-10-27,20,9,29
"7184",2018-10-27,15,13,28
"7185",2018-10-27,15,13,28
"7186",2018-10-27,18,10,28
"7187",2018-10-27,21,7,28
"7188",2018-10-27,22,6,28
"7189",2018-10-27,23,6,29
"7190",2018-10-27,23,7,30
"7191",2018-10-27,23,8,31
"7192",2018-10-27,22,9,31
"7193",2018-10-27,20,11,31
"7194",2018-10-27,21,10,31
"7195",2018-10-27,19,11,30
"7196",2018-10-27,18,12,30
"7197",2018-10-27,19,11,30
"7198",2018-10-27,17,11,28
"7199",2018-10-27,16,12,28
"7200",2018-10-27,14,13,27
"7201",2018-10-28,14,13,27
"7202",2018-10-28,10,18,28
"7203",2018-10-28,12,15,27
"7204",2018-10-28,NA,NA,NA
"7205",2018-10-28,13,12,25
"7206",2018-10-28,13,11,24
"7207",2018-10-28,12,14,26
"7208",2018-10-28,11,15,26
"7209",2018-10-28,9,16,25
"7210",2018-10-28,11,16,27
"7211",2018-10-28,13,13,26
"7212",2018-10-28,15,10,25
"7213",2018-10-28,15,8,23
"7214",2018-10-28,14,8,22
"7215",2018-10-28,15,8,23
"7216",2018-10-28,14,9,23
"7217",2018-10-28,8,17,25
"7218",2018-10-28,7,17,24
"7219",2018-10-28,8,17,25
"7220",2018-10-28,8,17,25
"7221",2018-10-28,9,16,25
"7222",2018-10-28,7,17,24
"7223",2018-10-28,6,18,24
"7224",2018-10-28,4,19,23
"7225",2018-10-29,3,19,22
"7226",2018-10-29,16,8,24
"7227",2018-10-29,19,6,25
"7228",2018-10-29,14,11,25
"7229",2018-10-29,12,15,27
"7230",2018-10-29,9,17,26
"7231",2018-10-29,8,16,24
"7232",2018-10-29,3,23,26
"7233",2018-10-29,15,15,30
"7234",2018-10-29,20,12,32
"7235",2018-10-29,19,12,31
"7236",2018-10-29,19,11,30
"7237",2018-10-29,24,7,31
"7238",2018-10-29,29,6,35
"7239",2018-10-29,29,7,36
"7240",2018-10-29,30,7,37
"7241",2018-10-29,31,7,38
"7242",2018-10-29,28,9,37
"7243",2018-10-29,25,12,37
"7244",2018-10-29,22,13,35
"7245",2018-10-29,21,14,35
"7246",2018-10-29,19,15,34
"7247",2018-10-29,17,16,33
"7248",2018-10-29,9,24,33
"7249",2018-10-30,7,26,33
"7250",2018-10-30,8,24,32
"7251",2018-10-30,9,22,31
"7252",2018-10-30,6,24,30
"7253",2018-10-30,2,29,31
"7254",2018-10-30,1,31,32
"7255",2018-10-30,1,31,32
"7256",2018-10-30,2,34,36
"7257",2018-10-30,2,36,38
"7258",2018-10-30,8,30,38
"7259",2018-10-30,12,28,40
"7260",2018-10-30,17,21,38
"7261",2018-10-30,21,14,35
"7262",2018-10-30,24,12,36
"7263",2018-10-30,24,12,36
"7264",2018-10-30,22,16,38
"7265",2018-10-30,21,20,41
"7266",2018-10-30,23,17,40
"7267",2018-10-30,18,20,38
"7268",2018-10-30,18,19,37
"7269",2018-10-30,9,29,38
"7270",2018-10-30,14,22,36
"7271",2018-10-30,13,23,36
"7272",2018-10-30,17,17,34
"7273",2018-10-31,22,10,32
"7274",2018-10-31,23,8,31
"7275",2018-10-31,21,8,29
"7276",2018-10-31,19,10,29
"7277",2018-10-31,19,9,28
"7278",2018-10-31,16,14,30
"7279",2018-10-31,12,18,30
"7280",2018-10-31,9,21,30
"7281",2018-10-31,3,29,32
"7282",2018-10-31,6,28,34
"7283",2018-10-31,15,18,33
"7284",2018-10-31,8,25,33
"7285",2018-10-31,5,28,33
"7286",2018-10-31,3,30,33
"7287",2018-10-31,4,26,30
"7288",2018-10-31,14,12,26
"7289",2018-10-31,17,11,28
"7290",2018-10-31,17,12,29
"7291",2018-10-31,15,15,30
"7292",2018-10-31,11,18,29
"7293",2018-10-31,11,17,28
"7294",2018-10-31,7,21,28
"7295",2018-10-31,2,29,31
"7296",2018-10-31,2,27,29
"7297",2018-11-01,4,24,28
"7298",2018-11-01,2,26,28
"7299",2018-11-01,1,27,28
"7300",2018-11-01,1,27,28
"7301",2018-11-01,1,27,28
"7302",2018-11-01,1,28,29
"7303",2018-11-01,1,31,32
"7304",2018-11-01,1,33,34
"7305",2018-11-01,2,31,33
"7306",2018-11-01,10,18,28
"7307",2018-11-01,13,15,28
"7308",2018-11-01,14,13,27
"7309",2018-11-01,15,14,29
"7310",2018-11-01,17,16,33
"7311",2018-11-01,23,13,36
"7312",2018-11-01,17,18,35
"7313",2018-11-01,22,13,35
"7314",2018-11-01,26,10,36
"7315",2018-11-01,28,9,37
"7316",2018-11-01,23,13,36
"7317",2018-11-01,21,12,33
"7318",2018-11-01,24,9,33
"7319",2018-11-01,28,7,35
"7320",2018-11-01,28,6,34
"7321",2018-11-02,27,6,33
"7322",2018-11-02,27,6,33
"7323",2018-11-02,24,5,29
"7324",2018-11-02,25,5,30
"7325",2018-11-02,22,8,30
"7326",2018-11-02,20,11,31
"7327",2018-11-02,17,13,30
"7328",2018-11-02,14,14,28
"7329",2018-11-02,13,13,26
"7330",2018-11-02,12,15,27
"7331",2018-11-02,14,14,28
"7332",2018-11-02,13,15,28
"7333",2018-11-02,11,15,26
"7334",2018-11-02,12,13,25
"7335",2018-11-02,13,11,24
"7336",2018-11-02,12,11,23
"7337",2018-11-02,11,12,23
"7338",2018-11-02,12,12,24
"7339",2018-11-02,12,14,26
"7340",2018-11-02,10,15,25
"7341",2018-11-02,11,14,25
"7342",2018-11-02,10,13,23
"7343",2018-11-02,8,14,22
"7344",2018-11-02,10,11,21
"7345",2018-11-03,11,9,20
"7346",2018-11-03,10,9,19
"7347",2018-11-03,7,8,15
"7348",2018-11-03,6,7,13
"7349",2018-11-03,5,7,12
"7350",2018-11-03,4,7,11
"7351",2018-11-03,3,8,11
"7352",2018-11-03,4,8,12
"7353",2018-11-03,4,8,12
"7354",2018-11-03,10,6,16
"7355",2018-11-03,16,4,20
"7356",2018-11-03,19,3,22
"7357",2018-11-03,19,4,23
"7358",2018-11-03,17,5,22
"7359",2018-11-03,20,4,24
"7360",2018-11-03,21,4,25
"7361",2018-11-03,19,6,25
"7362",2018-11-03,21,5,26
"7363",2018-11-03,18,8,26
"7364",2018-11-03,18,8,26
"7365",2018-11-03,20,7,27
"7366",2018-11-03,21,6,27
"7367",2018-11-03,19,7,26
"7368",2018-11-03,16,9,25
"7369",2018-11-04,11,15,26
"7370",2018-11-04,5,20,25
"7371",2018-11-04,3,23,26
"7372",2018-11-04,NA,NA,NA
"7373",2018-11-04,3,22,25
"7374",2018-11-04,4,21,25
"7375",2018-11-04,7,19,26
"7376",2018-11-04,5,27,32
"7377",2018-11-04,5,26,31
"7378",2018-11-04,18,14,32
"7379",2018-11-04,25,6,31
"7380",2018-11-04,25,4,29
"7381",2018-11-04,26,4,30
"7382",2018-11-04,27,4,31
"7383",2018-11-04,25,4,29
"7384",2018-11-04,25,5,30
"7385",2018-11-04,26,5,31
"7386",2018-11-04,25,5,30
"7387",2018-11-04,25,5,30
"7388",2018-11-04,24,5,29
"7389",2018-11-04,25,4,29
"7390",2018-11-04,23,5,28
"7391",2018-11-04,22,5,27
"7392",2018-11-04,20,6,26
"7393",2018-11-05,20,6,26
"7394",2018-11-05,19,6,25
"7395",2018-11-05,19,7,26
"7396",2018-11-05,20,6,26
"7397",2018-11-05,19,7,26
"7398",2018-11-05,19,8,27
"7399",2018-11-05,17,12,29
"7400",2018-11-05,14,16,30
"7401",2018-11-05,10,22,32
"7402",2018-11-05,8,24,32
"7403",2018-11-05,10,22,32
"7404",2018-11-05,16,16,32
"7405",2018-11-05,16,15,31
"7406",2018-11-05,19,11,30
"7407",2018-11-05,18,13,31
"7408",2018-11-05,15,17,32
"7409",2018-11-05,1,35,36
"7410",2018-11-05,1,35,36
"7411",2018-11-05,8,26,34
"7412",2018-11-05,13,19,32
"7413",2018-11-05,15,18,33
"7414",2018-11-05,15,17,32
"7415",2018-11-05,12,19,31
"7416",2018-11-05,13,15,28
"7417",2018-11-06,14,14,28
"7418",2018-11-06,13,12,25
"7419",2018-11-06,14,11,25
"7420",2018-11-06,16,7,23
"7421",2018-11-06,16,6,22
"7422",2018-11-06,17,6,23
"7423",2018-11-06,16,7,23
"7424",2018-11-06,14,9,23
"7425",2018-11-06,12,11,23
"7426",2018-11-06,9,15,24
"7427",2018-11-06,7,19,26
"7428",2018-11-06,19,8,27
"7429",2018-11-06,25,6,31
"7430",2018-11-06,30,4,34
"7431",2018-11-06,25,4,29
"7432",2018-11-06,23,5,28
"7433",2018-11-06,23,5,28
"7434",2018-11-06,21,5,26
"7435",2018-11-06,16,5,21
"7436",2018-11-06,14,5,19
"7437",2018-11-06,11,6,17
"7438",2018-11-06,10,7,17
"7439",2018-11-06,11,7,18
"7440",2018-11-06,14,8,22
"7441",2018-11-07,16,7,23
"7442",2018-11-07,15,7,22
"7443",2018-11-07,14,7,21
"7444",2018-11-07,14,7,21
"7445",2018-11-07,13,6,19
"7446",2018-11-07,11,7,18
"7447",2018-11-07,11,7,18
"7448",2018-11-07,10,10,20
"7449",2018-11-07,10,11,21
"7450",2018-11-07,14,8,22
"7451",2018-11-07,15,9,24
"7452",2018-11-07,16,8,24
"7453",2018-11-07,19,7,26
"7454",2018-11-07,17,6,23
"7455",2018-11-07,13,9,22
"7456",2018-11-07,14,6,20
"7457",2018-11-07,13,7,20
"7458",2018-11-07,12,7,19
"7459",2018-11-07,12,8,20
"7460",2018-11-07,14,7,21
"7461",2018-11-07,14,6,20
"7462",2018-11-07,16,5,21
"7463",2018-11-07,16,5,21
"7464",2018-11-07,17,4,21
"7465",2018-11-08,16,5,21
"7466",2018-11-08,14,6,20
"7467",2018-11-08,14,6,20
"7468",2018-11-08,13,7,20
"7469",2018-11-08,10,8,18
"7470",2018-11-08,9,9,18
"7471",2018-11-08,9,10,19
"7472",2018-11-08,7,13,20
"7473",2018-11-08,6,13,19
"7474",2018-11-08,8,10,18
"7475",2018-11-08,9,10,19
"7476",2018-11-08,12,9,21
"7477",2018-11-08,15,8,23
"7478",2018-11-08,17,7,24
"7479",2018-11-08,17,7,24
"7480",2018-11-08,17,7,24
"7481",2018-11-08,15,10,25
"7482",2018-11-08,14,11,25
"7483",2018-11-08,13,12,25
"7484",2018-11-08,16,9,25
"7485",2018-11-08,15,11,26
"7486",2018-11-08,18,8,26
"7487",2018-11-08,19,9,28
"7488",2018-11-08,19,10,29
"7489",2018-11-09,24,6,30
"7490",2018-11-09,17,13,30
"7491",2018-11-09,16,14,30
"7492",2018-11-09,14,16,30
"7493",2018-11-09,10,20,30
"7494",2018-11-09,13,15,28
"7495",2018-11-09,14,12,26
"7496",2018-11-09,16,10,26
"7497",2018-11-09,17,8,25
"7498",2018-11-09,15,9,24
"7499",2018-11-09,15,8,23
"7500",2018-11-09,15,9,24
"7501",2018-11-09,13,11,24
"7502",2018-11-09,14,11,25
"7503",2018-11-09,13,11,24
"7504",2018-11-09,12,10,22
"7505",2018-11-09,8,14,22
"7506",2018-11-09,8,15,23
"7507",2018-11-09,10,12,22
"7508",2018-11-09,11,10,21
"7509",2018-11-09,10,10,20
"7510",2018-11-09,8,11,19
"7511",2018-11-09,10,10,20
"7512",2018-11-09,12,9,21
"7513",2018-11-10,12,8,20
"7514",2018-11-10,20,4,24
"7515",2018-11-10,23,3,26
"7516",2018-11-10,27,3,30
"7517",2018-11-10,28,3,31
"7518",2018-11-10,29,3,32
"7519",2018-11-10,28,4,32
"7520",2018-11-10,26,5,31
"7521",2018-11-10,23,7,30
"7522",2018-11-10,26,5,31
"7523",2018-11-10,24,6,30
"7524",2018-11-10,23,5,28
"7525",2018-11-10,20,7,27
"7526",2018-11-10,17,9,26
"7527",2018-11-10,21,7,28
"7528",2018-11-10,25,4,29
"7529",2018-11-10,25,4,29
"7530",2018-11-10,27,4,31
"7531",2018-11-10,24,7,31
"7532",2018-11-10,25,7,32
"7533",2018-11-10,24,8,32
"7534",2018-11-10,20,12,32
"7535",2018-11-10,21,10,31
"7536",2018-11-10,22,8,30
"7537",2018-11-11,20,10,30
"7538",2018-11-11,25,6,31
"7539",2018-11-11,22,9,31
"7540",2018-11-11,NA,NA,NA
"7541",2018-11-11,15,14,29
"7542",2018-11-11,13,16,29
"7543",2018-11-11,16,14,30
"7544",2018-11-11,16,14,30
"7545",2018-11-11,16,15,31
"7546",2018-11-11,19,9,28
"7547",2018-11-11,23,6,29
"7548",2018-11-11,23,6,29
"7549",2018-11-11,24,4,28
"7550",2018-11-11,25,5,30
"7551",2018-11-11,23,7,30
"7552",2018-11-11,22,6,28
"7553",2018-11-11,20,7,27
"7554",2018-11-11,19,7,26
"7555",2018-11-11,19,8,27
"7556",2018-11-11,15,11,26
"7557",2018-11-11,14,12,26
"7558",2018-11-11,13,13,26
"7559",2018-11-11,13,13,26
"7560",2018-11-11,16,9,25
"7561",2018-11-12,16,10,26
"7562",2018-11-12,10,16,26
"7563",2018-11-12,9,18,27
"7564",2018-11-12,11,16,27
"7565",2018-11-12,9,18,27
"7566",2018-11-12,6,23,29
"7567",2018-11-12,5,23,28
"7568",2018-11-12,5,23,28
"7569",2018-11-12,4,27,31
"7570",2018-11-12,5,26,31
"7571",2018-11-12,11,18,29
"7572",2018-11-12,13,16,29
"7573",2018-11-12,15,15,30
"7574",2018-11-12,17,15,32
"7575",2018-11-12,13,19,32
"7576",2018-11-12,14,16,30
"7577",2018-11-12,15,16,31
"7578",2018-11-12,13,17,30
"7579",2018-11-12,14,15,29
"7580",2018-11-12,14,14,28
"7581",2018-11-12,12,17,29
"7582",2018-11-12,11,17,28
"7583",2018-11-12,15,10,25
"7584",2018-11-12,8,20,28
"7585",2018-11-13,9,19,28
"7586",2018-11-13,15,13,28
"7587",2018-11-13,10,16,26
"7588",2018-11-13,10,16,26
"7589",2018-11-13,15,14,29
"7590",2018-11-13,16,12,28
"7591",2018-11-13,9,18,27
"7592",2018-11-13,8,18,26
"7593",2018-11-13,11,15,26
"7594",2018-11-13,17,11,28
"7595",2018-11-13,17,13,30
"7596",2018-11-13,22,9,31
"7597",2018-11-13,23,7,30
"7598",2018-11-13,22,8,30
"7599",2018-11-13,22,9,31
"7600",2018-11-13,23,8,31
"7601",2018-11-13,20,11,31
"7602",2018-11-13,17,15,32
"7603",2018-11-13,NA,NA,NA
"7604",2018-11-13,26,8,34
"7605",2018-11-13,28,5,33
"7606",2018-11-13,29,5,34
"7607",2018-11-13,27,7,34
"7608",2018-11-13,29,5,34
"7609",2018-11-14,29,4,33
"7610",2018-11-14,27,6,33
"7611",2018-11-14,25,8,33
"7612",2018-11-14,24,9,33
"7613",2018-11-14,23,11,34
"7614",2018-11-14,27,7,34
"7615",2018-11-14,25,10,35
"7616",2018-11-14,23,12,35
"7617",2018-11-14,24,12,36
"7618",2018-11-14,14,23,37
"7619",2018-11-14,14,23,37
"7620",2018-11-14,21,15,36
"7621",2018-11-14,24,11,35
"7622",2018-11-14,27,8,35
"7623",2018-11-14,28,7,35
"7624",2018-11-14,27,7,34
"7625",2018-11-14,22,14,36
"7626",2018-11-14,16,20,36
"7627",2018-11-14,17,18,35
"7628",2018-11-14,14,22,36
"7629",2018-11-14,14,23,37
"7630",2018-11-14,12,25,37
"7631",2018-11-14,10,27,37
"7632",2018-11-14,12,24,36
"7633",2018-11-15,17,18,35
"7634",2018-11-15,15,19,34
"7635",2018-11-15,14,21,35
"7636",2018-11-15,16,19,35
"7637",2018-11-15,9,24,33
"7638",2018-11-15,22,12,34
"7639",2018-11-15,24,10,34
"7640",2018-11-15,23,12,35
"7641",2018-11-15,22,13,35
"7642",2018-11-15,23,13,36
"7643",2018-11-15,24,11,35
"7644",2018-11-15,21,13,34
"7645",2018-11-15,17,16,33
"7646",2018-11-15,16,18,34
"7647",2018-11-15,15,18,33
"7648",2018-11-15,17,16,33
"7649",2018-11-15,15,17,32
"7650",2018-11-15,18,13,31
"7651",2018-11-15,20,12,32
"7652",2018-11-15,19,12,31
"7653",2018-11-15,18,12,30
"7654",2018-11-15,18,12,30
"7655",2018-11-15,19,11,30
"7656",2018-11-15,19,11,30
"7657",2018-11-16,19,11,30
"7658",2018-11-16,20,11,31
"7659",2018-11-16,19,12,31
"7660",2018-11-16,13,18,31
"7661",2018-11-16,14,16,30
"7662",2018-11-16,12,18,30
"7663",2018-11-16,7,24,31
"7664",2018-11-16,16,12,28
"7665",2018-11-16,5,22,27
"7666",2018-11-16,5,17,22
"7667",2018-11-16,5,16,21
"7668",2018-11-16,5,16,21
"7669",2018-11-16,8,15,23
"7670",2018-11-16,14,12,26
"7671",2018-11-16,15,14,29
"7672",2018-11-16,15,15,30
"7673",2018-11-16,15,16,31
"7674",2018-11-16,12,17,29
"7675",2018-11-16,9,18,27
"7676",2018-11-16,10,16,26
"7677",2018-11-16,10,14,24
"7678",2018-11-16,12,12,24
"7679",2018-11-16,10,13,23
"7680",2018-11-16,10,13,23
"7681",2018-11-17,9,15,24
"7682",2018-11-17,10,12,22
"7683",2018-11-17,10,12,22
"7684",2018-11-17,14,9,23
"7685",2018-11-17,7,15,22
"7686",2018-11-17,13,10,23
"7687",2018-11-17,16,10,26
"7688",2018-11-17,20,8,28
"7689",2018-11-17,21,9,30
"7690",2018-11-17,21,10,31
"7691",2018-11-17,23,9,32
"7692",2018-11-17,24,8,32
"7693",2018-11-17,25,6,31
"7694",2018-11-17,25,5,30
"7695",2018-11-17,21,8,29
"7696",2018-11-17,23,7,30
"7697",2018-11-17,24,6,30
"7698",2018-11-17,22,8,30
"7699",2018-11-17,20,11,31
"7700",2018-11-17,15,16,31
"7701",2018-11-17,13,19,32
"7702",2018-11-17,18,13,31
"7703",2018-11-17,18,14,32
"7704",2018-11-17,16,16,32
"7705",2018-11-18,8,25,33
"7706",2018-11-18,12,19,31
"7707",2018-11-18,7,25,32
"7708",2018-11-18,NA,NA,NA
"7709",2018-11-18,11,24,35
"7710",2018-11-18,7,29,36
"7711",2018-11-18,9,27,36
"7712",2018-11-18,9,27,36
"7713",2018-11-18,29,6,35
"7714",2018-11-18,31,4,35
"7715",2018-11-18,32,3,35
"7716",2018-11-18,30,5,35
"7717",2018-11-18,26,9,35
"7718",2018-11-18,26,9,35
"7719",2018-11-18,24,10,34
"7720",2018-11-18,23,11,34
"7721",2018-11-18,21,11,32
"7722",2018-11-18,19,13,32
"7723",2018-11-18,17,13,30
"7724",2018-11-18,17,9,26
"7725",2018-11-18,16,10,26
"7726",2018-11-18,14,12,26
"7727",2018-11-18,12,17,29
"7728",2018-11-18,18,12,30
"7729",2018-11-19,14,18,32
"7730",2018-11-19,12,20,32
"7731",2018-11-19,10,21,31
"7732",2018-11-19,11,19,30
"7733",2018-11-19,9,21,30
"7734",2018-11-19,5,24,29
"7735",2018-11-19,3,26,29
"7736",2018-11-19,3,27,30
"7737",2018-11-19,3,29,32
"7738",2018-11-19,6,28,34
"7739",2018-11-19,12,24,36
"7740",2018-11-19,15,21,36
"7741",2018-11-19,26,9,35
"7742",2018-11-19,26,10,36
"7743",2018-11-19,22,13,35
"7744",2018-11-19,19,17,36
"7745",2018-11-19,19,18,37
"7746",2018-11-19,19,18,37
"7747",2018-11-19,21,15,36
"7748",2018-11-19,14,24,38
"7749",2018-11-19,9,30,39
"7750",2018-11-19,7,32,39
"7751",2018-11-19,7,32,39
"7752",2018-11-19,9,30,39
"7753",2018-11-20,15,22,37
"7754",2018-11-20,4,37,41
"7755",2018-11-20,2,40,42
"7756",2018-11-20,3,38,41
"7757",2018-11-20,3,34,37
"7758",2018-11-20,15,17,32
"7759",2018-11-20,16,14,30
"7760",2018-11-20,11,19,30
"7761",2018-11-20,11,18,29
"7762",2018-11-20,15,12,27
"7763",2018-11-20,20,9,29
"7764",2018-11-20,21,8,29
"7765",2018-11-20,23,7,30
"7766",2018-11-20,24,6,30
"7767",2018-11-20,25,6,31
"7768",2018-11-20,25,7,32
"7769",2018-11-20,24,8,32
"7770",2018-11-20,23,8,31
"7771",2018-11-20,20,11,31
"7772",2018-11-20,19,11,30
"7773",2018-11-20,23,9,32
"7774",2018-11-20,24,9,33
"7775",2018-11-20,25,8,33
"7776",2018-11-20,23,9,32
"7777",2018-11-21,21,11,32
"7778",2018-11-21,19,12,31
"7779",2018-11-21,19,11,30
"7780",2018-11-21,17,11,28
"7781",2018-11-21,15,12,27
"7782",2018-11-21,12,15,27
"7783",2018-11-21,20,9,29
"7784",2018-11-21,21,9,30
"7785",2018-11-21,23,8,31
"7786",2018-11-21,28,6,34
"7787",2018-11-21,30,5,35
"7788",2018-11-21,29,5,34
"7789",2018-11-21,29,4,33
"7790",2018-11-21,29,4,33
"7791",2018-11-21,30,4,34
"7792",2018-11-21,26,6,32
"7793",2018-11-21,26,7,33
"7794",2018-11-21,25,7,32
"7795",2018-11-21,25,8,33
"7796",2018-11-21,26,7,33
"7797",2018-11-21,22,10,32
"7798",2018-11-21,22,9,31
"7799",2018-11-21,22,9,31
"7800",2018-11-21,22,9,31
"7801",2018-11-22,21,10,31
"7802",2018-11-22,17,14,31
"7803",2018-11-22,18,14,32
"7804",2018-11-22,16,16,32
"7805",2018-11-22,16,16,32
"7806",2018-11-22,12,21,33
